Giá,Diện tích,Số phòng ngủ,Số toilet,Hướng nhà,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
15 Triệu/Tháng,95 m²,3 PN,2,---,"Địa chỉ:  Đường Lạc Long Quân, Phường 10, Quận 11, Hồ Chí Minh",17/07/2023,01/08/2023,10287,Quận 11,Đường Lạc Long Quân,Lượt xem: 78
18 Triệu/Tháng,132 m²,3 PN,3,---,"Địa chỉ:  Đường Hồng Bàng, Phường 10, Quận 5, Hồ Chí Minh",21/07/2023,05/08/2023,10860,Quận 5,Đường Hồng Bàng,Lượt xem: 78
10.5 Triệu/Tháng,92 m²,2 PN,2,---,"Địa chỉ:  Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",14/07/2023,29/07/2023,10041,Quận 8,Đường Âu Dương Lân,Lượt xem: 72
15 Triệu/Tháng,81 m²,2 PN,2,---,"Địa chỉ:  Đường Trường Sa, Phường 12, Quận 3, Hồ Chí Minh",18/07/2023,02/08/2023,10630,Quận 3,Đường Trường Sa,Lượt xem: 49
14 Triệu/Tháng,101 m²,3 PN,2,---,"Địa chỉ:  Đường Tản Đà, Phường 11, Quận 5, Hồ Chí Minh",06/07/2023,21/07/2023,9699,Quận 5,Đường Tản Đà,Lượt xem: 78
12.5 Triệu/Tháng,85 m²,2 PN,2,---,"Địa chỉ:  Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",03/07/2023,18/07/2023,9587,Quận 4,Đường Bến Vân Đồn,Lượt xem: 88
40 Triệu/Tháng,125 m²,0 PN,0,---,"Địa chỉ:  100E Đường Nguyễn Công Hoan, Phường 7, Phú Nhuận, Hồ Chí Minh",24/06/2023,09/07/2023,9204,Quận Phú Nhuận,Đường Nguyễn Công Hoan,Lượt xem: 56
23 Triệu/Tháng,110 m²,2 PN,3,---,"Địa chỉ:  Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",12/12/2023,26/12/2023,18890,Quận 1,Đường Trần Quang Khải,Lượt xem: 12
15 Triệu/Tháng,87 m²,2 PN,0,---,"Địa chỉ:  Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh",17/07/2023,01/08/2023,10300,Quận 11,Đường Lê Đại Hành,Lượt xem: 36
36 Triệu/Tháng,80 m²,0 PN,0,---,"Địa chỉ:  110 Đường Phùng Văn Cung, Phường 7, Phú Nhuận, Hồ Chí Minh",06/10/2023,21/10/2023,12559,Quận Phú Nhuận,Đường Phùng Văn Cung,Lượt xem: 29
40 Triệu/Tháng,98 m²,4 PN,4,---,"Địa chỉ:  20/ Đường Hoàng Diệu, Phường 10, Phú Nhuận, Hồ Chí Minh",09/08/2023,24/08/2023,11670,Quận Phú Nhuận,Đường Hoàng Diệu,Lượt xem: 53
14 Triệu/Tháng,35 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Phúc Nguyên, Phường 3, Quận 3, Hồ Chí Minh",28/06/2023,13/07/2023,9373,Quận 3,Đường Nguyễn Phúc Nguyên,Lượt xem: 54
30 Triệu/Tháng,200 m²,4 PN,3,---,"Địa chỉ:  212 Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",11/08/2023,26/08/2023,11763,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 53
130 Triệu/Tháng,450 m²,2 PN,2,---,"Địa chỉ:  Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",08/12/2023,22/12/2023,18241,Quận 10,Đường 3/2,Lượt xem: 8
140 Triệu/Tháng,750 m²,4 PN,5,---,"Địa chỉ:  Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",09/12/2023,23/12/2023,18445,Quận 1,Đường Võ Văn Kiệt,Lượt xem: 15
35 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  56E Đường Hoa Cau, Phường 7, Phú Nhuận, Hồ Chí Minh",06/10/2023,21/10/2023,12019,Quận Phú Nhuận,Đường Hoa Cau,Lượt xem: 30
70 Triệu/Tháng,144 m²,0 PN,0,---,"Địa chỉ:  157 Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",06/10/2023,21/10/2023,12061,Quận 1,Đường Trần Quang Khải,Lượt xem: 42
50 Triệu/Tháng,192 m²,0 PN,0,---,"Địa chỉ:  329 Đường Phan Xích Long, Phường 1, Phú Nhuận, Hồ Chí Minh",01/07/2023,16/07/2023,9567,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 73
13 Triệu/Tháng,28 m²,3 PN,3,---,"Địa chỉ:  119/19/3, Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Hồ Chí Minh",03/07/2023,18/07/2023,9611,Quận 5,Đường Nguyễn Văn Cừ,Lượt xem: 77
25 Triệu/Tháng,100 m²,5 PN,5,---,"Địa chỉ:  20A Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",18/04/2023,03/05/2023,5171,Quận Tân Bình,Đường Nguyễn Thái Bình,Lượt xem: 51
35 Triệu/Tháng,110 m²,5 PN,3,---,"Địa chỉ:  308 Đường Trường Sa, Phường 2, Phú Nhuận, Hồ Chí Minh",17/06/2023,02/07/2023,8690,Quận Phú Nhuận,Đường Trường Sa,Lượt xem: 62
30 Triệu/Tháng,99 m²,0 PN,0,---,"Địa chỉ:  Đường Lam Sơn, Phường 5, Bình Thạnh, Hồ Chí Minh",11/07/2023,26/07/2023,9932,Quận Bình Thạnh,Đường Lam Sơn,Lượt xem: 57
35 Triệu/Tháng,90 m²,5 PN,4,---,"Địa chỉ:  Đường Bà Hạt, Phường 6, Quận 10, Hồ Chí Minh",09/05/2023,24/05/2023,6289,Quận 10,Đường Bà Hạt,Lượt xem: 93
40 Triệu/Tháng,108 m²,3 PN,4,---,"Địa chỉ:  260B Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh",10/06/2023,25/06/2023,7726,Quận Tân Bình,Đường Nguyễn Thái Bình,Lượt xem: 22
30 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  39/ Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",10/07/2023,25/07/2023,9904,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 35
25 Triệu/Tháng,315 m²,0 PN,0,---,"Địa chỉ:  Đường Huỳnh Tịnh Của, Phường 8, Quận 3, Hồ Chí Minh",18/07/2023,02/08/2023,10612,Quận 3,Đường Huỳnh Tịnh Của,Lượt xem: 68
30 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  82/ Đường Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",26/07/2023,10/08/2023,11041,Quận Bình Thạnh,Đường Lê Văn Duyệt,Lượt xem: 66
55 Triệu/Tháng,160 m²,2 PN,3,---,"Địa chỉ:  Hẻm 421 Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",05/07/2023,20/07/2023,9688,Quận 10,Đường Sư Vạn Hạnh,Lượt xem: 36
25 Triệu/Tháng,90 m²,5 PN,4,---,"Địa chỉ:  1/3A Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",13/05/2023,28/05/2023,6527,Quận Tân Bình,Đường Út Tịch,Lượt xem: 36
23 Triệu/Tháng,90 m²,0 PN,0,---,"Địa chỉ:  42 Đường Bàn Cờ, Phường 3, Quận 3, Hồ Chí Minh",22/06/2023,07/07/2023,8947,Quận 3,Đường Bàn Cờ,Lượt xem: 59
45 Triệu/Tháng,84 m²,7 PN,4,---,"Địa chỉ:  75 Đường Phan Đăng Lưu, Phường 7, Phú Nhuận, Hồ Chí Minh",09/09/2023,24/09/2023,12920,Quận Phú Nhuận,Đường Phan Đăng Lưu,Lượt xem: 59
45 Triệu/Tháng,115 m²,5 PN,6,---,"Địa chỉ:  58A Đường Hoa Phượng, Phường 2, Phú Nhuận, Hồ Chí Minh",29/06/2023,14/07/2023,9482,Quận Phú Nhuận,Đường Hoa Phượng,Lượt xem: 66
40 Triệu/Tháng,90 m²,3 PN,4,---,"Địa chỉ:  112 Đường Hoa Phượng, Phường 2, Phú Nhuận, Hồ Chí Minh",10/08/2023,25/08/2023,11690,Quận Phú Nhuận,Đường Hoa Phượng,Lượt xem: 47
40 Triệu/Tháng,143 m²,3 PN,4,---,"Địa chỉ:  D005 Đường Miếu Nổi, Phường 3, Bình Thạnh, Hồ Chí Minh",04/07/2023,19/07/2023,9676,Quận Bình Thạnh,Đường Miếu Nổi,Lượt xem: 100
45 Triệu/Tháng,175 m²,0 PN,0,---,"Địa chỉ:  Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",07/06/2023,22/06/2023,7540,Quận Bình Thạnh,Đường Lê Quang Định,Lượt xem: 48
50 Triệu/Tháng,160 m²,0 PN,0,---,"Địa chỉ:  18c Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Hồ Chí Minh",26/06/2023,11/07/2023,9292,Quận 1,Đường Trần Nhật Duật,Lượt xem: 103
35 Triệu/Tháng,0 m²,0 PN,0,Bắc,"Địa chỉ:  Đường Nguyễn Trọng Tuyển, Phường 2, Tân Bình, Hồ Chí Minh",07/12/2023,21/12/2023,17972,Quận Tân Bình,Đường Nguyễn Trọng Tuyển,Lượt xem: 11
30 Triệu/Tháng,136 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",14/07/2023,29/07/2023,10066,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 37
31 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  18 Đường Phùng Văn Cung, Phường 11, Phú Nhuận, Hồ Chí Minh",16/08/2023,31/08/2023,12017,Quận Phú Nhuận,Đường Phùng Văn Cung,Lượt xem: 57
20 Triệu/Tháng,81 m²,4 PN,4,---,"Địa chỉ:  125B Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",22/05/2023,06/06/2023,6698,Quận Tân Bình,Đường Nguyễn Thái Bình,Lượt xem: 47
25 Triệu/Tháng,64 m²,4 PN,5,---,"Địa chỉ:  63/18A Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",30/08/2023,14/09/2023,12699,Quận Bình Thạnh,Đường Hoàng Hoa Thám,Lượt xem: 54
50 Triệu/Tháng,176 m²,0 PN,0,---,"Địa chỉ:  230 Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",28/06/2023,13/07/2023,9399,Quận Bình Thạnh,Đường Nguyễn Gia Trí,Lượt xem: 73
25 Triệu/Tháng,120 m²,0 PN,0,---,"Địa chỉ:  Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",22/07/2023,06/08/2023,10947,Quận Bình Thạnh,Đường Chu Văn An,Lượt xem: 77
10 Triệu/Tháng,21 m²,2 PN,2,---,"Địa chỉ:  Đường Sư Vạn Hạnh, Phường 13, Quận 10, Hồ Chí Minh",14/07/2023,29/07/2023,10179,Quận 10,Đường Sư Vạn Hạnh,Lượt xem: 64
31 Triệu/Tháng,126 m²,5 PN,4,---,"Địa chỉ:  29F Đường Đoàn Thị Điểm, Phường 1, Phú Nhuận, Hồ Chí Minh",22/05/2023,06/06/2023,6705,Quận Phú Nhuận,Đường Đoàn Thị Điểm,Lượt xem: 54
10 Triệu/Tháng,45 m²,0 PN,0,---,"Địa chỉ:  233 Đường Văn Thân, Phường 7, Quận 6, Hồ Chí Minh",07/07/2023,22/07/2023,9728,Quận 6,Đường Văn Thân,Lượt xem: 77
130 Triệu/Tháng,960 m²,0 PN,0,Nam,"Địa chỉ:  Đường Phan Đăng Lưu, Phường 5, Phú Nhuận, Hồ Chí Minh",07/12/2023,21/12/2023,18045,Quận Phú Nhuận,Đường Phan Đăng Lưu,Lượt xem: 14
19 Triệu/Tháng,275 m²,0 PN,0,---,"Địa chỉ:  960 Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",25/08/2023,09/09/2023,12576,Quận 12,Đường Hà Huy Giáp,Lượt xem: 59
3.5 Triệu/Tháng,22 m²,0 PN,0,---,"Địa chỉ:  Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",07/08/2023,22/08/2023,11561,Quận Phú Nhuận,Đường Đặng Văn Ngữ,Lượt xem: 71
15 Triệu/Tháng,150 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",14/07/2023,29/07/2023,10107,Quận 9,Đường Nguyễn Duy Trinh,Lượt xem: 80
16 Triệu/Tháng,40 m²,0 PN,0,---,"Địa chỉ:  Đường Mỹ Hưng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",01/08/2023,16/08/2023,11231,Quận 7,Đường Mỹ Hưng,Lượt xem: 61
50 Triệu/Tháng,210 m²,0 PN,0,---,"Địa chỉ:  Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",21/11/2023,06/12/2023,16623,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 35
37 Triệu/Tháng,280 m²,2 PN,2,---,"Địa chỉ:  Đường Âu Cơ, Phường 9, Tân Bình, Hồ Chí Minh",28/12/2022,12/01/2023,2334,Quận Tân Bình,Đường Âu Cơ,Lượt xem: 84
12.5 Triệu/Tháng,232 m²,0 PN,0,---,"Địa chỉ:  Đường Ông Ích Khiêm, Phường 5, Quận 11, Hồ Chí Minh",15/07/2023,30/07/2023,10282,Quận 11,Đường Ông Ích Khiêm,Lượt xem: 77
14 Triệu/Tháng,48 m²,2 PN,2,---,"Địa chỉ:  128B Đường Trần Phú, Phường 4, Quận 5, Hồ Chí Minh",03/07/2023,18/07/2023,9600,Quận 5,Đường Trần Phú,Lượt xem: 92
10 Triệu/Tháng,32 m²,0 PN,0,Tây Nam,"Địa chỉ:  Đường Nghĩa Hòa, Phường 6, Tân Bình, Hồ Chí Minh",19/12/2023,03/01/2024,20050,Quận Tân Bình,Đường Nghĩa Hòa,Lượt xem: 6
30 Triệu/Tháng,80 m²,2 PN,3,---,"Địa chỉ:  382/10B Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh",20/04/2023,05/05/2023,4986,Quận 3,Đường Nguyễn Thị Minh Khai,Lượt xem: 162
3.5 Triệu/Tháng,55 m²,1 PN,1,---,"Địa chỉ:  Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",22/08/2023,06/09/2023,12288,Quận Bình Tân,Đường Bình Thành,Lượt xem: 79
35 Triệu/Tháng,90 m²,5 PN,4,---,"Địa chỉ:  371/8A Đường Võ Thị Sáu, Phường 8, Quận 3, Hồ Chí Minh",25/08/2023,09/09/2023,12571,Quận 3,Đường Võ Thị Sáu,Lượt xem: 62
20 Triệu/Tháng,80 m²,4 PN,3,---,"Địa chỉ:  Hẻm 55 Đường Phan Đăng Lưu, Phường 7, Phú Nhuận, Hồ Chí Minh",20/07/2023,04/08/2023,10756,Quận Phú Nhuận,Đường Phan Đăng Lưu,Lượt xem: 39
23 Triệu/Tháng,90 m²,0 PN,0,---,"Địa chỉ:  Đường 25, Phường 10, Quận 6, Hồ Chí Minh",22/04/2023,07/05/2023,5864,Quận 6,Đường 25,Lượt xem: 114
25 Triệu/Tháng,100 m²,5 PN,4,---,"Địa chỉ:  24A Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",14/03/2023,29/03/2023,4340,Quận Tân Bình,Đường Nguyễn Thái Bình,Lượt xem: 65
17 Triệu/Tháng,40 m²,3 PN,4,---,"Địa chỉ:  178/ Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",13/02/2023,28/02/2023,3334,Quận Phú Nhuận,Đường Phan Đăng Lưu,Lượt xem: 29
50 Triệu/Tháng,130 m²,4 PN,4,---,"Địa chỉ:  81/ Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Hồ Chí Minh",20/06/2023,05/07/2023,8832,Quận Bình Thạnh,Đường Nguyễn Cửu Vân,Lượt xem: 89
8 Triệu/Tháng,18 m²,1 PN,2,---,"Địa chỉ:  Hẻm 68 Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",27/05/2023,11/06/2023,7050,Quận 1,Đường Trần Quang Khải,Lượt xem: 107
48 Triệu/Tháng,110 m²,6 PN,4,---,"Địa chỉ:  192b Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",16/06/2023,01/07/2023,8601,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 34
30 Triệu/Tháng,126 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Văn Trỗi, Phường 11, Phú Nhuận, Hồ Chí Minh",19/07/2023,03/08/2023,10712,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,Lượt xem: 52
18 Triệu/Tháng,110 m²,1 PN,2,---,"Địa chỉ:  113A Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",15/06/2023,30/06/2023,8453,Quận Tân Bình,Đường Bành Văn Trân,Lượt xem: 53
28 Triệu/Tháng,80 m²,0 PN,0,---,"Địa chỉ:  Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",17/07/2023,01/08/2023,10430,Quận Tân Bình,Đường Hoàng Việt,Lượt xem: 54
26 Triệu/Tháng,68 m²,4 PN,0,---,"Địa chỉ:  134 Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh",06/10/2023,21/10/2023,13566,Quận Tân Bình,Đường Nguyễn Thái Bình,Lượt xem: 21
27 Triệu/Tháng,85 m²,4 PN,4,---,"Địa chỉ:  15A Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",13/09/2023,28/09/2023,12976,Quận Tân Bình,Đường Út Tịch,Lượt xem: 58
30 Triệu/Tháng,0 m²,4 PN,4,---,"Địa chỉ:  321a Đường Vĩnh Viễn, Phường 5, Quận 10, Hồ Chí Minh",16/06/2023,01/07/2023,8575,Quận 10,Đường Vĩnh Viễn,Lượt xem: 75
29 Triệu/Tháng,89 m²,3 PN,4,---,"Địa chỉ:  456A Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",09/03/2023,24/03/2023,4074,Quận 10,Đường Cao Thắng,Lượt xem: 94
32 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  Đường An Dương Vương, Phường 3, Quận 5, Hồ Chí Minh",30/09/2023,15/10/2023,13352,Quận 5,Đường An Dương Vương,Lượt xem: 68
20 Triệu/Tháng,80 m²,0 PN,0,---,"Địa chỉ:  Đường Trần Khắc Chân, Phường 9, Phú Nhuận, Hồ Chí Minh",14/06/2023,29/06/2023,8338,Quận Phú Nhuận,Đường Trần Khắc Chân,Lượt xem: 60
19 Triệu/Tháng,300 m²,0 PN,0,---,"Địa chỉ:  1022 Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",25/08/2023,09/09/2023,12533,Quận 12,Đường Hà Huy Giáp,Lượt xem: 65
21 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  Đường Thích Quảng Đức, Phường 3, Phú Nhuận, Hồ Chí Minh",30/09/2023,15/10/2023,13327,Quận Phú Nhuận,Đường Thích Quảng Đức,Lượt xem: 18
30 Triệu/Tháng,65 m²,4 PN,5,---,"Địa chỉ:  373 Đường Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",15/02/2023,02/03/2023,2127,Quận Tân Bình,Đường Lý Thường Kiệt,Lượt xem: 89
25 Triệu/Tháng,60 m²,5 PN,3,---,"Địa chỉ:  378/ Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",08/07/2023,23/07/2023,9865,Quận 3,Đường Võ Văn Tần,Lượt xem: 55
25 Triệu/Tháng,72 m²,4 PN,4,---,"Địa chỉ:  Đường Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",23/12/2022,07/01/2023,1964,Quận Tân Bình,Đường Lý Thường Kiệt,Lượt xem: 95
28 Triệu/Tháng,0 m²,5 PN,5,---,"Địa chỉ:  Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",23/12/2022,07/01/2023,1995,Quận 10,Đường Cao Thắng,Lượt xem: 41
35 Triệu/Tháng,75 m²,5 PN,4,---,"Địa chỉ:  Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",14/03/2023,29/03/2023,4336,Quận 10,Đường Hoàng Dư Khương,Lượt xem: 54
22 Triệu/Tháng,78 m²,3 PN,4,---,"Địa chỉ:   27A Đường Phạm Cự Lượng, Phường 2, Tân Bình, Hồ Chí Minh",17/03/2023,01/04/2023,4553,Quận Tân Bình,Đường Phạm Cự Lượng,Lượt xem: 47
7.3 Triệu/Tháng,95 m²,0 PN,0,---,"Địa chỉ:  5A Đường Quốc lộ 1A, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",23/06/2023,08/07/2023,9076,Quận 12,Đường Quốc lộ 1A,Lượt xem: 90
25 Triệu/Tháng,250 m²,5 PN,4,---,"Địa chỉ:  491/ Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",07/07/2023,22/07/2023,9732,Quận 3,Đường Lê Văn Sỹ,Lượt xem: 78
30 Triệu/Tháng,100 m²,5 PN,5,---,"Địa chỉ:  Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",11/09/2023,26/09/2023,12942,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 50
30 Triệu/Tháng,68 m²,5 PN,4,---,"Địa chỉ:  A75 Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",16/09/2023,01/10/2023,13031,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 52
21.5 Triệu/Tháng,63 m²,5 PN,6,---,"Địa chỉ:  Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",15/07/2023,30/07/2023,10221,Quận 3,Đường Trần Quang Diệu,Lượt xem: 46
25 Triệu/Tháng,60 m²,5 PN,3,---,"Địa chỉ:  Hẻm 524 Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",05/07/2023,20/07/2023,9685,Quận 3,Đường Nguyễn Đình Chiểu,Lượt xem: 35
16 Triệu/Tháng,80 m²,4 PN,4,---,"Địa chỉ:  80 Đường Đặng Văn Ngữ, Phường 13, Phú Nhuận, Hồ Chí Minh",29/08/2023,13/09/2023,12663,Quận Phú Nhuận,Đường Đặng Văn Ngữ,Lượt xem: 20
5.5 Triệu/Tháng,56 m²,2 PN,2,---,"Địa chỉ:  Đường Số 8, Phường Long Phước, Quận 9, Hồ Chí Minh",16/06/2023,01/07/2023,8622,Quận 9,Đường Số 8,Lượt xem: 74
45 Triệu/Tháng,78 m²,7 PN,0,---,"Địa chỉ:  76 Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, Hồ Chí Minh",02/06/2023,17/06/2023,7170,Quận 1,Đường Thạch Thị Thanh,Lượt xem: 67
20 Triệu/Tháng,72 m²,4 PN,4,---,"Địa chỉ:  Đường 28, Phường 10, Quận 6, Hồ Chí Minh",21/07/2023,05/08/2023,10877,Quận 6,Đường 28,Lượt xem: 69
35 Triệu/Tháng,0 m²,6 PN,4,---,"Địa chỉ:  Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",09/09/2023,24/09/2023,12923,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 60
11 Triệu/Tháng,29 m²,0 PN,0,---,"Địa chỉ:  47 Đường Trần Quốc Toản, Phường 1, Quận 3, Hồ Chí Minh",29/06/2023,14/07/2023,9419,Quận 3,Đường Trần Quốc Toản,Lượt xem: 66
12 Triệu/Tháng,75 m²,3 PN,3,---,"Địa chỉ:  Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",14/07/2023,29/07/2023,10079,Quận 9,Đường Bưng Ông Thoàn,Lượt xem: 99
13 Triệu/Tháng,75 m²,3 PN,4,---,"Địa chỉ:  Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",14/07/2023,29/07/2023,10080,Quận 9,Đường Bưng Ông Thoàn,Lượt xem: 48
22 Triệu/Tháng,60 m²,4 PN,3,---,"Địa chỉ:  Đường Hoàng Kim Giao, Phường 5, Quận 8, Hồ Chí Minh",11/08/2023,26/08/2023,11730,Quận 8,Đường Hoàng Kim Giao,Lượt xem: 46
18 Triệu/Tháng,55 m²,1 PN,1,---,"Địa chỉ:  Đường Nguyễn Đình Chiểu, Phường 6, Quận 3, Hồ Chí Minh",18/07/2023,02/08/2023,10626,Quận 3,Đường Nguyễn Đình Chiểu,Lượt xem: 37
5.5 Triệu/Tháng,35 m²,1 PN,1,---,"Địa chỉ:  Dự án Lakeview City Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",06/06/2023,21/06/2023,7466,Quận 2,Đường Song Hành,Lượt xem: 84
3.4 Triệu/Tháng,25 m²,0 PN,0,---,"Địa chỉ:  Đường M1, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",22/08/2023,06/09/2023,12263,Quận Bình Tân,Đường M1,Lượt xem: 57
2 Triệu/Tháng,20 m²,0 PN,0,---,"Địa chỉ:  Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",22/08/2023,06/09/2023,12397,Quận Tân Phú,Đường Bờ Bao Tân Thắng,Lượt xem: 103
18 Triệu/Tháng,45 m²,0 PN,0,---,"Địa chỉ:  Đường Số 69, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",09/06/2023,24/06/2023,7693,Quận 2,Đường Số 69,Lượt xem: 93
35 Triệu/Tháng,90 m²,0 PN,0,---,"Địa chỉ:  Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",30/09/2023,15/10/2023,13290,Quận 4,Đường Bến Vân Đồn,Lượt xem: 44
